payment_id,loan_id,payment_date,due_date,payment_amount,payment_status,days_late
70471,9044,2023-11-29,2023-11-29,1000,On-Time,0
70472,9044,2023-12-29,2023-12-29,1000,On-Time,0
70473,9044,2024-01-28,2024-01-28,1000,On-Time,0
70474,9044,2024-02-27,2024-02-27,1000,On-Time,0
70475,9044,2024-03-28,2024-03-28,1000,On-Time,0
70476,9044,2024-04-27,2024-04-27,1000,On-Time,0
70477,9044,2024-05-27,2024-05-27,1000,On-Time,0
70478,9044,2024-06-26,2024-06-26,1000,On-Time,0
70479,9044,2024-08-15,2024-07-26,1000,Late,20
70480,9044,2024-08-29,2024-08-25,1000,Late,4
70481,9044,2024-09-24,2024-09-24,1000,On-Time,0
70482,9045,2025-06-05,2025-06-05,77200,On-Time,0
70483,9045,2025-07-05,2025-07-05,74400,On-Time,0
70484,9045,2025-08-04,2025-08-04,75400,On-Time,0
70485,9045,2025-09-22,2025-09-03,81000,Late,19
70486,9045,2025-10-23,2025-10-03,83100,Late,20
70487,9045,2025-11-02,2025-11-02,80800,On-Time,0
70488,9045,2025-12-05,2025-12-02,75500,Late,3
70489,9046,2025-04-19,2025-04-19,34400,On-Time,0
70490,9046,2025-05-19,2025-05-19,35500,On-Time,0
70491,9046,2025-06-27,2025-06-18,35500,Late,9
70492,9046,2025-07-18,2025-07-18,32700,On-Time,0
70493,9046,2025-08-21,2025-08-17,33700,Late,4
70494,9046,2025-09-20,2025-09-16,31200,Late,4
70495,9046,2025-10-16,2025-10-16,34500,On-Time,0
70496,9046,2025-12-02,2025-11-15,30200,Late,17
70497,9046,2025-12-15,2025-12-15,31500,On-Time,0
70498,9047,2023-11-16,2023-11-16,5500,On-Time,0
70499,9047,2023-12-16,2023-12-16,5400,On-Time,0
70500,9047,2024-01-15,2024-01-15,5700,On-Time,0
70501,9047,2024-02-14,2024-02-14,5800,On-Time,0
70502,9047,2024-03-15,2024-03-15,5600,On-Time,0
70503,9047,2024-04-14,2024-04-14,5800,On-Time,0
70504,9047,2024-05-29,2024-05-14,5100,Late,15
70505,9047,2024-06-13,2024-06-13,5600,On-Time,0
70506,9047,2024-07-13,2024-07-13,5700,On-Time,0
70507,9047,2024-08-29,2024-08-12,5300,Late,17
70508,9047,2024-09-28,2024-09-11,5400,Late,17
70509,9047,2024-10-11,2024-10-11,6000,On-Time,0
70510,9048,2024-02-08,2024-01-30,34500,Late,9
70511,9048,2024-03-16,2024-02-29,39000,Late,16
70512,9048,2024-03-30,2024-03-30,41200,On-Time,0
70513,9048,2024-05-13,2024-04-29,35900,Late,14
70514,9048,2024-05-29,2024-05-29,35100,On-Time,0
70515,9048,2024-06-28,2024-06-28,40700,On-Time,0
70516,9048,2024-07-28,2024-07-28,40100,On-Time,0
70517,9048,2024-08-27,2024-08-27,40800,On-Time,0
70518,9048,2024-10-06,2024-09-26,40400,Late,10
70519,9048,2024-11-02,2024-10-26,41600,Late,7
70520,9048,2024-11-25,2024-11-25,36800,On-Time,0
70521,9048,2024-12-29,2024-12-25,36700,Late,4
70522,9050,2024-06-04,2024-05-15,23300,Late,20
70523,9050,2024-06-14,2024-06-14,22500,On-Time,0
70524,9050,2024-07-14,2024-07-14,24400,On-Time,0
70525,9050,2024-08-13,2024-08-13,22300,On-Time,0
70526,9050,2024-09-15,2024-09-12,22400,Late,3
70527,9050,2024-10-21,2024-10-12,21500,Late,9
70528,9050,2024-11-11,2024-11-11,24200,On-Time,0
70529,9050,2024-12-11,2024-12-11,22700,On-Time,0
70530,9050,2025-01-10,2025-01-10,22400,On-Time,0
70531,9050,2025-02-09,2025-02-09,23400,On-Time,0
70532,9050,2025-03-11,2025-03-11,21500,On-Time,0
70533,9050,2025-04-10,2025-04-10,21000,On-Time,0
70534,9051,2025-10-05,2025-09-27,8800,Late,8
70535,9051,2025-10-31,2025-10-27,8900,Late,4
70536,9051,2025-11-27,2025-11-26,0,Missed,1
70537,9051,2025-12-26,2025-12-26,7700,On-Time,0
70538,9052,2025-12-18,2025-12-18,1600,On-Time,0
70539,9053,2025-09-16,2025-08-31,8700,Late,16
70540,9053,2025-09-30,2025-09-30,7800,On-Time,0
70541,9053,2025-10-30,2025-10-30,8600,On-Time,0
70542,9053,2025-11-29,2025-11-29,8600,On-Time,0
70543,9053,2025-12-29,2025-12-29,7200,On-Time,0
70544,9054,2023-09-24,2023-09-24,163100,On-Time,0
70545,9054,2023-10-24,2023-10-24,161000,On-Time,0
70546,9054,2023-11-23,2023-11-23,167400,On-Time,0
70547,9054,2024-01-01,2023-12-23,169600,Late,9
70548,9054,2024-01-22,2024-01-22,180600,On-Time,0
70549,9054,2024-02-21,2024-02-21,161100,On-Time,0
70550,9054,2024-03-22,2024-03-22,168100,On-Time,0
70551,9054,2024-04-21,2024-04-21,182700,On-Time,0
70552,9054,2024-05-23,2024-05-21,181600,Late,2
70553,9054,2024-06-20,2024-06-20,164900,On-Time,0
70554,9054,2024-07-23,2024-07-20,183200,Late,3
70555,9054,2024-08-19,2024-08-19,159200,On-Time,0
70556,9055,2024-02-02,2024-02-02,25200,On-Time,0
70557,9055,2024-03-03,2024-03-03,24500,On-Time,0
70558,9055,2024-04-02,2024-04-02,22900,On-Time,0
70559,9055,2024-05-02,2024-05-02,26700,On-Time,0
70560,9055,2024-06-01,2024-06-01,26100,On-Time,0
70561,9055,2024-07-01,2024-07-01,26400,On-Time,0
70562,9055,2024-07-31,2024-07-31,26100,On-Time,0
70563,9055,2024-08-30,2024-08-30,24700,On-Time,0
70564,9055,2024-09-29,2024-09-29,26500,On-Time,0
70565,9055,2024-10-29,2024-10-29,26100,On-Time,0
70566,9055,2024-12-05,2024-11-28,23800,Late,7
70567,9055,2024-12-28,2024-12-28,24500,On-Time,0
70568,9056,2024-07-09,2024-07-06,3400,Late,3
70569,9056,2024-08-05,2024-08-05,3900,On-Time,0
70570,9056,2024-09-04,2024-09-04,3900,On-Time,0
70571,9056,2024-10-04,2024-10-04,4000,On-Time,0
70572,9056,2024-11-03,2024-11-03,3900,On-Time,0
70573,9056,2024-12-03,2024-12-03,3600,On-Time,0
70574,9056,2025-01-14,2025-01-02,3900,Late,12
70575,9056,2025-02-01,2025-02-01,3500,On-Time,0
70576,9056,2025-03-03,2025-03-03,3800,On-Time,0
70577,9056,2025-04-02,2025-04-02,3400,On-Time,0
70578,9056,2025-05-02,2025-05-02,3800,On-Time,0
70579,9056,2025-06-01,2025-06-01,3800,On-Time,0
70580,9057,2023-08-25,2023-08-25,1100,On-Time,0
70581,9057,2023-09-24,2023-09-24,1000,On-Time,0
70582,9057,2023-10-31,2023-10-24,1200,Late,7
70583,9057,2023-11-23,2023-11-23,1100,On-Time,0
70584,9057,2023-12-23,2023-12-23,1200,On-Time,0
70585,9057,2024-01-22,2024-01-22,1000,On-Time,0
70586,9057,2024-02-21,2024-02-21,1000,On-Time,0
70587,9057,2024-03-22,2024-03-22,1200,On-Time,0
70588,9057,2024-04-21,2024-04-21,1100,On-Time,0
70589,9057,2024-05-21,2024-05-21,1100,On-Time,0
70590,9057,2024-06-20,2024-06-20,1100,On-Time,0
70591,9057,2024-07-20,2024-07-20,1100,On-Time,0
70592,9058,2024-02-27,2024-02-27,22800,On-Time,0
70593,9058,2024-04-16,2024-03-28,19900,Late,19
70594,9058,2024-04-27,2024-04-27,21500,On-Time,0
70595,9058,2024-05-27,2024-05-27,23200,On-Time,0
70596,9058,2024-07-05,2024-06-26,21700,Late,9
70597,9058,2024-07-26,2024-07-26,20000,On-Time,0
70598,9058,2024-09-01,2024-08-25,0,Missed,7
70599,9058,2024-09-24,2024-09-24,22300,On-Time,0
70600,9058,2024-10-24,2024-10-24,20100,On-Time,0
70601,9058,2024-12-01,2024-11-23,0,Missed,8
70602,9058,2024-12-23,2024-12-23,21900,On-Time,0
70603,9058,2025-01-22,2025-01-22,22400,On-Time,0
70604,9059,2023-12-28,2023-12-28,8300,On-Time,0
70605,9059,2024-01-27,2024-01-27,7900,On-Time,0
70606,9059,2024-02-26,2024-02-26,8900,On-Time,0
70607,9059,2024-03-28,2024-03-27,8000,Late,1
70608,9059,2024-05-10,2024-04-26,8200,Late,14
70609,9059,2024-05-26,2024-05-26,8000,On-Time,0
70610,9059,2024-07-04,2024-06-25,0,Missed,9
70611,9059,2024-07-25,2024-07-25,8300,On-Time,0
70612,9059,2024-08-24,2024-08-24,7900,On-Time,0
70613,9059,2024-09-23,2024-09-23,7900,On-Time,0
70614,9059,2024-10-23,2024-10-23,8900,On-Time,0
70615,9059,2024-11-22,2024-11-22,7800,On-Time,0
70616,9060,2023-05-10,2023-05-10,12600,On-Time,0
70617,9060,2023-06-22,2023-06-09,11800,Late,13
70618,9060,2023-07-09,2023-07-09,12200,On-Time,0
70619,9060,2023-08-26,2023-08-08,10800,Late,18
70620,9060,2023-09-07,2023-09-07,13100,On-Time,0
70621,9060,2023-10-07,2023-10-07,12300,On-Time,0
70622,9060,2023-11-06,2023-11-06,11800,On-Time,0
70623,9060,2023-12-21,2023-12-06,11100,Late,15
70624,9060,2024-01-08,2024-01-05,12800,Late,3
70625,9060,2024-02-04,2024-02-04,10800,On-Time,0
70626,9060,2024-03-05,2024-03-05,12200,On-Time,0
70627,9060,2024-04-04,2024-04-04,12700,On-Time,0
70628,9061,2024-08-26,2024-08-17,4200,Late,9
70629,9061,2024-09-16,2024-09-16,3800,On-Time,0
70630,9061,2024-10-16,2024-10-16,4400,On-Time,0
70631,9061,2024-11-26,2024-11-15,4400,Late,11
70632,9061,2024-12-15,2024-12-15,4200,On-Time,0
70633,9061,2025-01-23,2025-01-14,3700,Late,9
70634,9061,2025-02-13,2025-02-13,3900,On-Time,0
70635,9061,2025-03-15,2025-03-15,3700,On-Time,0
70636,9061,2025-04-14,2025-04-14,3800,On-Time,0
70637,9061,2025-05-14,2025-05-14,4300,On-Time,0
70638,9061,2025-06-13,2025-06-13,3800,On-Time,0
70639,9061,2025-07-13,2025-07-13,4100,On-Time,0
70640,9062,2025-01-28,2025-01-28,3300,On-Time,0
70641,9062,2025-03-07,2025-02-27,3100,Late,8
70642,9062,2025-04-10,2025-03-29,3400,Late,12
70643,9062,2025-05-03,2025-04-28,3100,Late,5
70644,9062,2025-05-28,2025-05-28,3500,On-Time,0
70645,9062,2025-06-27,2025-06-27,2900,On-Time,0
70646,9062,2025-07-27,2025-07-27,3300,On-Time,0
70647,9062,2025-08-26,2025-08-26,3300,On-Time,0
70648,9062,2025-09-25,2025-09-25,3400,On-Time,0
70649,9062,2025-10-25,2025-10-25,3400,On-Time,0
70650,9062,2025-11-24,2025-11-24,3000,On-Time,0
70651,9062,2026-01-08,2025-12-24,0,Missed,15
70652,9063,2023-06-15,2023-06-15,2900,On-Time,0
70653,9063,2023-07-15,2023-07-15,3300,On-Time,0
70654,9063,2023-08-27,2023-08-14,3100,Late,13
70655,9063,2023-09-13,2023-09-13,2900,On-Time,0
70656,9063,2023-10-13,2023-10-13,3200,On-Time,0
70657,9063,2023-11-12,2023-11-12,3300,On-Time,0
70658,9063,2023-12-12,2023-12-12,3100,On-Time,0
70659,9063,2024-01-11,2024-01-11,3200,On-Time,0
70660,9063,2024-02-10,2024-02-10,3400,On-Time,0
70661,9063,2024-03-11,2024-03-11,3300,On-Time,0
70662,9063,2024-04-30,2024-04-10,3400,Late,20
70663,9063,2024-05-10,2024-05-10,2900,On-Time,0
70664,9064,2024-10-21,2024-10-21,6500,On-Time,0
70665,9064,2024-11-20,2024-11-20,6000,On-Time,0
70666,9064,2024-12-20,2024-12-20,6000,On-Time,0
70667,9064,2025-02-04,2025-01-19,0,Missed,16
70668,9064,2025-02-22,2025-02-18,5900,Late,4
70669,9064,2025-03-20,2025-03-20,5700,On-Time,0
70670,9064,2025-04-19,2025-04-19,6100,On-Time,0
70671,9064,2025-05-19,2025-05-19,5600,On-Time,0
70672,9064,2025-06-18,2025-06-18,6500,On-Time,0
70673,9064,2025-07-18,2025-07-18,6300,On-Time,0
70674,9064,2025-08-17,2025-08-17,6500,On-Time,0
70675,9064,2025-09-16,2025-09-16,6400,On-Time,0
70676,9065,2024-12-26,2024-12-26,1000,On-Time,0
70677,9065,2025-01-26,2025-01-25,1000,Late,1
70678,9065,2025-02-24,2025-02-24,1000,On-Time,0
70679,9065,2025-03-26,2025-03-26,1000,On-Time,0
70680,9065,2025-04-25,2025-04-25,1100,On-Time,0
70681,9065,2025-05-25,2025-05-25,1100,On-Time,0
70682,9065,2025-06-24,2025-06-24,1000,On-Time,0
70683,9065,2025-07-24,2025-07-24,1000,On-Time,0
70684,9065,2025-08-23,2025-08-23,1000,On-Time,0
70685,9065,2025-09-22,2025-09-22,1000,On-Time,0
70686,9065,2025-10-22,2025-10-22,1000,On-Time,0
70687,9065,2025-11-21,2025-11-21,1000,On-Time,0
70688,9066,2024-06-22,2024-06-22,3200,On-Time,0
70689,9066,2024-07-22,2024-07-22,3000,On-Time,0
70690,9066,2024-08-30,2024-08-21,0,Missed,9
70691,9066,2024-09-24,2024-09-20,2900,Late,4
70692,9066,2024-10-20,2024-10-20,3200,On-Time,0
70693,9066,2024-11-19,2024-11-19,3100,On-Time,0
70694,9066,2024-12-19,2024-12-19,3300,On-Time,0
70695,9066,2025-02-03,2025-01-18,0,Missed,16
70696,9066,2025-02-27,2025-02-17,2900,Late,10
70697,9066,2025-03-19,2025-03-19,3300,On-Time,0
70698,9066,2025-04-18,2025-04-18,2900,On-Time,0
70699,9066,2025-05-18,2025-05-18,3300,On-Time,0
70700,9067,2025-02-19,2025-02-19,25300,On-Time,0
70701,9067,2025-03-21,2025-03-21,29800,On-Time,0
70702,9067,2025-04-20,2025-04-20,27300,On-Time,0
70703,9067,2025-05-20,2025-05-20,26300,On-Time,0
70704,9067,2025-07-08,2025-06-19,26900,Late,19
70705,9067,2025-07-19,2025-07-19,30000,On-Time,0
70706,9067,2025-08-18,2025-08-18,26800,On-Time,0
70707,9067,2025-09-17,2025-09-17,27200,On-Time,0
70708,9067,2025-10-17,2025-10-17,25700,On-Time,0
70709,9067,2025-11-16,2025-11-16,25300,On-Time,0
70710,9067,2025-12-16,2025-12-16,28600,On-Time,0
70711,9068,2024-08-11,2024-08-05,0,Missed,6
70712,9068,2024-09-04,2024-09-04,11800,On-Time,0
70713,9068,2024-10-04,2024-10-04,11800,On-Time,0
70714,9068,2024-11-03,2024-11-03,11700,On-Time,0
70715,9068,2024-12-03,2024-12-03,11600,On-Time,0
70716,9068,2025-01-02,2025-01-02,10800,On-Time,0
70717,9068,2025-02-01,2025-02-01,12500,On-Time,0
70718,9068,2025-03-17,2025-03-03,11700,Late,14
70719,9068,2025-04-02,2025-04-02,11900,On-Time,0
70720,9068,2025-05-02,2025-05-02,11400,On-Time,0
70721,9068,2025-06-01,2025-06-01,11400,On-Time,0
70722,9068,2025-07-01,2025-07-01,12100,On-Time,0
70723,9069,2025-08-18,2025-08-05,0,Missed,13
70724,9069,2025-09-04,2025-09-04,3900,On-Time,0
70725,9069,2025-10-04,2025-10-04,4600,On-Time,0
70726,9069,2025-11-03,2025-11-03,4100,On-Time,0
70727,9069,2025-12-03,2025-12-03,3800,On-Time,0
70728,9070,2025-08-13,2025-07-30,0,Missed,14
70729,9070,2025-08-29,2025-08-29,4100,On-Time,0
70730,9070,2025-09-28,2025-09-28,4000,On-Time,0
70731,9070,2025-10-28,2025-10-28,4600,On-Time,0
70732,9070,2025-11-27,2025-11-27,3900,On-Time,0
70733,9070,2025-12-27,2025-12-27,4400,On-Time,0
70734,9071,2025-08-06,2025-08-06,36700,On-Time,0
70735,9071,2025-09-05,2025-09-05,42200,On-Time,0
70736,9071,2025-10-05,2025-10-05,42600,On-Time,0
70737,9071,2025-11-04,2025-11-04,38400,On-Time,0
70738,9071,2025-12-04,2025-12-04,37100,On-Time,0
70739,9072,2024-09-20,2024-09-20,37000,On-Time,0
70740,9072,2024-10-20,2024-10-20,36300,On-Time,0
70741,9072,2024-11-19,2024-11-19,41800,On-Time,0
70742,9072,2024-12-19,2024-12-19,41300,On-Time,0
70743,9072,2025-01-18,2025-01-18,37400,On-Time,0
70744,9072,2025-02-17,2025-02-17,38800,On-Time,0
70745,9072,2025-03-19,2025-03-19,37300,On-Time,0
70746,9072,2025-04-18,2025-04-18,38800,On-Time,0
70747,9072,2025-05-18,2025-05-18,35100,On-Time,0
70748,9072,2025-06-17,2025-06-17,42000,On-Time,0
70749,9072,2025-07-17,2025-07-17,41400,On-Time,0
70750,9072,2025-08-16,2025-08-16,36700,On-Time,0
70751,9073,2023-10-23,2023-10-23,18500,On-Time,0
70752,9073,2023-11-22,2023-11-22,21000,On-Time,0
70753,9073,2023-12-22,2023-12-22,22200,On-Time,0
70754,9073,2024-01-21,2024-01-21,21200,On-Time,0
70755,9073,2024-02-20,2024-02-20,18400,On-Time,0
70756,9073,2024-03-21,2024-03-21,20700,On-Time,0
70757,9073,2024-04-20,2024-04-20,19100,On-Time,0
70758,9073,2024-05-20,2024-05-20,19600,On-Time,0
70759,9073,2024-06-19,2024-06-19,21200,On-Time,0
70760,9073,2024-07-19,2024-07-19,18500,On-Time,0
70761,9073,2024-08-18,2024-08-18,18400,On-Time,0
70762,9073,2024-09-17,2024-09-17,19600,On-Time,0
70763,9074,2025-12-27,2025-12-13,0,Missed,14
70764,9075,2025-03-17,2025-03-17,88000,On-Time,0
70765,9075,2025-04-16,2025-04-16,88500,On-Time,0
70766,9075,2025-05-31,2025-05-16,0,Missed,15
70767,9075,2025-06-15,2025-06-15,78200,On-Time,0
70768,9075,2025-07-17,2025-07-15,76800,Late,2
70769,9075,2025-08-22,2025-08-14,85600,Late,8
70770,9075,2025-09-13,2025-09-13,76700,On-Time,0
70771,9075,2025-10-13,2025-10-13,78700,On-Time,0
70772,9075,2025-11-12,2025-11-12,79500,On-Time,0
70773,9075,2025-12-12,2025-12-12,89000,On-Time,0
70774,9076,2023-09-24,2023-09-24,2300,On-Time,0
70775,9076,2023-11-13,2023-10-24,2600,Late,20
70776,9076,2023-11-23,2023-11-23,2200,On-Time,0
70777,9076,2023-12-27,2023-12-23,2300,Late,4
70778,9076,2024-01-29,2024-01-22,2500,Late,7
70779,9076,2024-02-21,2024-02-21,2600,On-Time,0
70780,9076,2024-03-24,2024-03-22,2500,Late,2
70781,9076,2024-04-21,2024-04-21,2700,On-Time,0
70782,9076,2024-06-06,2024-05-21,2600,Late,16
70783,9076,2024-06-21,2024-06-20,2500,Late,1
70784,9076,2024-07-20,2024-07-20,2300,On-Time,0
70785,9076,2024-08-19,2024-08-19,2600,On-Time,0
70786,9077,2025-01-26,2025-01-26,5400,On-Time,0
70787,9077,2025-02-25,2025-02-25,5400,On-Time,0
70788,9077,2025-03-27,2025-03-27,5800,On-Time,0
70789,9077,2025-05-02,2025-04-26,0,Missed,6
70790,9077,2025-05-26,2025-05-26,5800,On-Time,0
70791,9077,2025-06-25,2025-06-25,5800,On-Time,0
70792,9077,2025-08-03,2025-07-25,0,Missed,9
70793,9077,2025-08-24,2025-08-24,5900,On-Time,0
70794,9077,2025-09-23,2025-09-23,6200,On-Time,0
70795,9077,2025-10-23,2025-10-23,5900,On-Time,0
70796,9077,2025-11-22,2025-11-22,5400,On-Time,0
70797,9077,2025-12-25,2025-12-22,5900,Late,3
70798,9078,2025-06-25,2025-06-25,1800,On-Time,0
70799,9078,2025-07-25,2025-07-25,2000,On-Time,0
70800,9078,2025-08-24,2025-08-24,1900,On-Time,0
70801,9078,2025-09-23,2025-09-23,1700,On-Time,0
70802,9078,2025-11-09,2025-10-23,2100,Late,17
70803,9078,2025-11-22,2025-11-22,2000,On-Time,0
70804,9078,2026-01-11,2025-12-22,1700,Late,20
70805,9080,2025-01-04,2025-01-04,2400,On-Time,0
70806,9080,2025-02-08,2025-02-03,0,Missed,5
70807,9080,2025-03-05,2025-03-05,2700,On-Time,0
70808,9080,2025-04-04,2025-04-04,2500,On-Time,0
70809,9080,2025-05-10,2025-05-04,2400,Late,6
70810,9080,2025-06-03,2025-06-03,2700,On-Time,0
70811,9080,2025-07-03,2025-07-03,2800,On-Time,0
70812,9080,2025-08-02,2025-08-02,2500,On-Time,0
70813,9080,2025-09-01,2025-09-01,2800,On-Time,0
70814,9080,2025-10-18,2025-10-01,2700,Late,17
70815,9080,2025-10-31,2025-10-31,2600,On-Time,0
70816,9080,2025-11-30,2025-11-30,2600,On-Time,0
70817,9081,2024-05-03,2024-04-24,3900,Late,9
70818,9081,2024-05-24,2024-05-24,4000,On-Time,0
70819,9081,2024-07-12,2024-06-23,4000,Late,19
70820,9081,2024-08-01,2024-07-23,3900,Late,9
70821,9081,2024-08-22,2024-08-22,4000,On-Time,0
70822,9081,2024-09-21,2024-09-21,3700,On-Time,0
70823,9081,2024-11-06,2024-10-21,3700,Late,16
70824,9081,2024-11-20,2024-11-20,3700,On-Time,0
70825,9081,2025-01-06,2024-12-20,3800,Late,17
70826,9081,2025-01-19,2025-01-19,4100,On-Time,0
70827,9081,2025-02-18,2025-02-18,3600,On-Time,0
70828,9081,2025-03-20,2025-03-20,3700,On-Time,0
70829,9082,2024-05-14,2024-05-14,1500,On-Time,0
70830,9082,2024-06-16,2024-06-13,1300,Late,3
70831,9082,2024-07-21,2024-07-13,1400,Late,8
70832,9082,2024-08-18,2024-08-12,0,Missed,6
70833,9082,2024-09-11,2024-09-11,1500,On-Time,0
70834,9082,2024-10-11,2024-10-11,1300,On-Time,0
70835,9082,2024-11-17,2024-11-10,1400,Late,7
70836,9082,2024-12-10,2024-12-10,1300,On-Time,0
70837,9082,2025-01-09,2025-01-09,1300,On-Time,0
70838,9082,2025-02-08,2025-02-08,1300,On-Time,0
70839,9082,2025-03-10,2025-03-10,1400,On-Time,0
70840,9082,2025-04-09,2025-04-09,1600,On-Time,0
70841,9083,2025-04-28,2025-04-28,12100,On-Time,0
70842,9083,2025-06-11,2025-05-28,10000,Late,14
70843,9083,2025-06-27,2025-06-27,10900,On-Time,0
70844,9083,2025-08-04,2025-07-27,11900,Late,8
70845,9083,2025-08-26,2025-08-26,11100,On-Time,0
70846,9083,2025-09-25,2025-09-25,10600,On-Time,0
70847,9083,2025-11-07,2025-10-25,11800,Late,13
70848,9083,2025-12-08,2025-11-24,11400,Late,14
70849,9083,2025-12-24,2025-12-24,12200,On-Time,0
70850,9084,2025-08-04,2025-07-21,4800,Late,14
70851,9084,2025-08-25,2025-08-20,0,Missed,5
70852,9084,2025-09-19,2025-09-19,4400,On-Time,0
70853,9084,2025-10-19,2025-10-19,4100,On-Time,0
70854,9084,2025-12-07,2025-11-18,4700,Late,19
70855,9084,2025-12-18,2025-12-18,5000,On-Time,0
70856,9085,2024-09-30,2024-09-30,1700,On-Time,0
70857,9085,2024-11-11,2024-10-30,1600,Late,12
70858,9085,2024-11-29,2024-11-29,1700,On-Time,0
70859,9085,2025-01-17,2024-12-29,0,Missed,19
70860,9085,2025-01-28,2025-01-28,1700,On-Time,0
70861,9085,2025-02-27,2025-02-27,1700,On-Time,0
70862,9085,2025-03-29,2025-03-29,1800,On-Time,0
70863,9085,2025-04-28,2025-04-28,1700,On-Time,0
70864,9085,2025-05-28,2025-05-28,1600,On-Time,0
70865,9085,2025-06-27,2025-06-27,1800,On-Time,0
70866,9085,2025-07-27,2025-07-27,1700,On-Time,0
70867,9085,2025-09-06,2025-08-26,0,Missed,11
70868,9086,2024-04-19,2024-04-19,1900,On-Time,0
70869,9086,2024-06-01,2024-05-19,1800,Late,13
70870,9086,2024-06-25,2024-06-18,1800,Late,7
70871,9086,2024-07-18,2024-07-18,1800,On-Time,0
70872,9086,2024-08-17,2024-08-17,1800,On-Time,0
70873,9086,2024-09-16,2024-09-16,1700,On-Time,0
70874,9086,2024-10-16,2024-10-16,1700,On-Time,0
70875,9086,2024-11-15,2024-11-15,1900,On-Time,0
70876,9086,2024-12-26,2024-12-15,1700,Late,11
70877,9086,2025-01-14,2025-01-14,1700,On-Time,0
70878,9086,2025-02-13,2025-02-13,1800,On-Time,0
70879,9086,2025-03-15,2025-03-15,1900,On-Time,0
70880,9087,2025-03-20,2025-02-28,40500,Late,20
70881,9087,2025-04-12,2025-03-30,44700,Late,13
70882,9087,2025-04-29,2025-04-29,38000,On-Time,0
70883,9087,2025-06-06,2025-05-29,38100,Late,8
70884,9087,2025-06-28,2025-06-28,40100,On-Time,0
70885,9087,2025-07-28,2025-07-28,44000,On-Time,0
70886,9087,2025-08-29,2025-08-27,40900,Late,2
70887,9087,2025-10-02,2025-09-26,0,Missed,6
70888,9087,2025-11-01,2025-10-26,41900,Late,6
70889,9087,2025-11-27,2025-11-25,43800,Late,2
70890,9087,2025-12-25,2025-12-25,41800,On-Time,0
70891,9088,2025-02-17,2025-02-17,2100,On-Time,0
70892,9088,2025-03-19,2025-03-19,2100,On-Time,0
70893,9088,2025-04-18,2025-04-18,1900,On-Time,0
70894,9088,2025-05-18,2025-05-18,1900,On-Time,0
70895,9088,2025-06-17,2025-06-17,1800,On-Time,0
70896,9088,2025-07-17,2025-07-17,2100,On-Time,0
70897,9088,2025-08-16,2025-08-16,1700,On-Time,0
70898,9088,2025-09-30,2025-09-15,1800,Late,15
70899,9088,2025-10-15,2025-10-15,1800,On-Time,0
70900,9088,2025-11-30,2025-11-14,1700,Late,16
70901,9088,2025-12-14,2025-12-14,1800,On-Time,0
70902,9089,2024-12-14,2024-12-14,8400,On-Time,0
70903,9089,2025-01-13,2025-01-13,8400,On-Time,0
70904,9089,2025-02-12,2025-02-12,7700,On-Time,0
70905,9089,2025-03-14,2025-03-14,8400,On-Time,0
70906,9089,2025-04-13,2025-04-13,7900,On-Time,0
70907,9089,2025-05-18,2025-05-13,6900,Late,5
70908,9089,2025-06-12,2025-06-12,7200,On-Time,0
70909,9089,2025-07-12,2025-07-12,8000,On-Time,0
70910,9089,2025-08-11,2025-08-11,8000,On-Time,0
70911,9089,2025-09-10,2025-09-10,7100,On-Time,0
70912,9089,2025-10-30,2025-10-10,7200,Late,20
70913,9089,2025-11-09,2025-11-09,8400,On-Time,0
70914,9090,2025-06-21,2025-06-21,1000,On-Time,0
70915,9090,2025-07-21,2025-07-21,1000,On-Time,0
70916,9090,2025-08-20,2025-08-20,1000,On-Time,0
70917,9090,2025-09-19,2025-09-19,1100,On-Time,0
70918,9090,2025-10-19,2025-10-19,1000,On-Time,0
70919,9090,2025-11-18,2025-11-18,1000,On-Time,0
70920,9090,2025-12-18,2025-12-18,1000,On-Time,0
70921,9091,2025-06-13,2025-06-06,0,Missed,7
70922,9091,2025-07-06,2025-07-06,13700,On-Time,0
70923,9091,2025-08-05,2025-08-05,14400,On-Time,0
70924,9091,2025-09-04,2025-09-04,14700,On-Time,0
70925,9091,2025-10-04,2025-10-04,14900,On-Time,0
70926,9091,2025-11-18,2025-11-03,13900,Late,15
70927,9091,2025-12-03,2025-12-03,13900,On-Time,0
70928,9093,2023-10-24,2023-10-24,3100,On-Time,0
70929,9093,2023-11-23,2023-11-23,3300,On-Time,0
70930,9093,2023-12-23,2023-12-23,3700,On-Time,0
70931,9093,2024-02-11,2024-01-22,3300,Late,20
70932,9093,2024-02-21,2024-02-21,3400,On-Time,0
70933,9093,2024-03-22,2024-03-22,3500,On-Time,0
70934,9093,2024-04-22,2024-04-21,3700,Late,1
70935,9093,2024-05-21,2024-05-21,3400,On-Time,0
70936,9093,2024-06-20,2024-06-20,3700,On-Time,0
70937,9093,2024-07-20,2024-07-20,3700,On-Time,0
70938,9093,2024-09-08,2024-08-19,0,Missed,20
70939,9093,2024-09-21,2024-09-18,0,Missed,3
70940,9094,2025-05-10,2025-05-10,13100,On-Time,0
70941,9094,2025-06-09,2025-06-09,14200,On-Time,0
