application_id,customer_id,application_date,loan_type,requested_amount,approval_status,rejection_reason
5514,3814,2025-06-19,Home,5211500,Rejected,Insufficient Income
5515,5463,2025-12-20,Auto,289700,Approved,
5516,2507,2024-10-03,Business,406000,Approved,
5517,1833,2023-01-03,Personal,236500,Rejected,Insufficient Income
5518,2024,2024-10-08,Home,195700,Approved,
5519,2411,2023-12-12,Auto,348800,Approved,
5520,2213,2024-03-09,Auto,847400,Rejected,Incomplete Documents
5521,5088,2025-08-13,Education,668600,Rejected,High Existing Debt
5522,5912,2025-08-18,Auto,210900,Pending,
5523,3249,2024-12-05,Auto,149100,Rejected,Low Credit Score
5524,1175,2023-12-19,Auto,141200,Pending,
5525,3190,2023-03-03,Education,1481000,Approved,
5526,4347,2025-09-25,Business,1930600,Approved,
5527,3238,2024-05-22,Home,655200,Rejected,High Existing Debt
5528,2637,2023-02-22,Auto,717300,Approved,
5529,1858,2024-02-03,Business,208700,Pending,
5530,3829,2025-03-14,Education,850400,Approved,
5531,2569,2024-01-29,Home,411000,Approved,
5532,2652,2024-05-13,Education,50000,Approved,
5533,4169,2024-12-24,Personal,177200,Approved,
5534,3377,2023-03-10,Home,2124200,Approved,
5535,4791,2024-04-20,Home,1454900,Approved,
5536,4013,2023-04-08,Business,543000,Approved,
5537,2397,2023-01-16,Auto,774900,Approved,
5538,4583,2024-02-14,Business,391200,Approved,
5539,3823,2023-07-03,Education,416200,Approved,
5540,3143,2023-07-14,Business,499100,Pending,
5541,3530,2023-02-09,Auto,214800,Rejected,Insufficient Income
5542,3059,2024-12-03,Personal,998700,Approved,
5543,2578,2024-03-28,Education,1506900,Rejected,Low Credit Score
5544,1431,2025-09-18,Home,996500,Rejected,Incomplete Documents
5545,4586,2023-03-02,Auto,1341800,Approved,
5546,5433,2024-04-23,Business,592700,Approved,
5547,5471,2023-02-05,Education,178000,Approved,
5548,2119,2024-06-26,Home,669800,Approved,
5549,5126,2023-09-20,Home,1477200,Rejected,Low Credit Score
5550,1898,2023-05-03,Education,1742400,Rejected,Low Credit Score
5551,1842,2023-08-06,Home,1302500,Pending,
5552,3268,2023-10-03,Business,799100,Pending,
5553,4243,2025-07-17,Personal,3215300,Pending,
5554,2888,2025-07-01,Business,754900,Rejected,Low Credit Score
5555,1225,2023-01-06,Education,184300,Approved,
5556,4346,2023-05-03,Auto,372600,Pending,
5557,1408,2025-07-04,Home,669900,Approved,
5558,3206,2023-12-28,Home,95900,Pending,
5559,5805,2024-12-03,Auto,449600,Approved,
5560,5126,2023-02-10,Home,1617500,Pending,
5561,2193,2023-04-24,Education,1977000,Approved,
5562,3867,2023-07-19,Home,748500,Approved,
5563,3392,2023-07-18,Personal,498300,Rejected,Insufficient Income
5564,2423,2023-06-06,Personal,1018400,Approved,
5565,5280,2025-04-29,Business,797300,Approved,
5566,4274,2023-02-13,Business,196800,Approved,
5567,5717,2023-11-19,Auto,469900,Approved,
5568,5417,2023-08-10,Education,881500,Rejected,Incomplete Documents
5569,3050,2023-09-16,Auto,50000,Approved,
5570,3043,2024-08-24,Auto,524800,Approved,
5571,4660,2024-09-06,Business,558900,Pending,
5572,4164,2025-09-20,Education,1207400,Rejected,Incomplete Documents
5573,2194,2024-12-17,Business,218300,Approved,
5574,3819,2025-04-22,Personal,664000,Approved,
5575,2329,2025-05-18,Business,95300,Rejected,Low Credit Score
5576,3643,2023-01-27,Auto,369200,Pending,
5577,5178,2025-10-27,Business,626300,Approved,
5578,2317,2023-12-22,Home,151500,Approved,
5579,5319,2024-07-07,Auto,339600,Rejected,High Existing Debt
5580,1879,2024-07-26,Business,966500,Approved,
5581,2062,2023-10-03,Home,1163200,Pending,
5582,4205,2023-08-09,Business,1098300,Rejected,Low Credit Score
5583,1595,2023-02-20,Home,153700,Approved,
5584,3076,2025-04-21,Business,210700,Approved,
5585,5281,2023-08-28,Personal,540600,Approved,
5586,1668,2023-05-08,Education,395900,Approved,
5587,5645,2025-03-08,Home,494500,Rejected,Insufficient Income
5588,1217,2023-08-17,Personal,303400,Approved,
5589,5704,2023-07-14,Auto,2973200,Approved,
5590,2273,2023-04-11,Home,216400,Pending,
5591,5791,2025-10-24,Education,1205900,Approved,
5592,3788,2025-03-07,Auto,1900700,Rejected,Low Credit Score
5593,5568,2024-12-12,Business,266300,Approved,
5594,2362,2023-06-11,Auto,2167600,Approved,
5595,5481,2024-01-28,Education,2983600,Approved,
5596,5099,2025-01-18,Home,433400,Rejected,Low Credit Score
5597,5193,2023-03-22,Home,903700,Pending,
5598,1597,2025-05-25,Auto,303600,Rejected,Low Credit Score
5599,4982,2023-07-20,Business,2122700,Approved,
5600,3799,2024-12-03,Personal,116500,Pending,
5601,5784,2024-11-12,Home,251300,Pending,
5602,5739,2025-06-01,Personal,1290200,Approved,
5603,4579,2023-08-10,Education,1108200,Rejected,High Existing Debt
5604,5785,2023-01-17,Education,676000,Pending,
5605,5709,2023-08-26,Education,1391700,Approved,
5606,2753,2025-01-18,Home,105600,Rejected,Insufficient Income
5607,1700,2023-12-12,Education,1307700,Approved,
5608,4318,2024-03-25,Home,770100,Approved,
5609,1353,2024-02-21,Business,1183000,Approved,
5610,2842,2023-09-14,Personal,425300,Approved,
5611,1477,2023-02-24,Auto,1763000,Rejected,High Existing Debt
5612,2427,2024-03-14,Personal,1420600,Rejected,High Existing Debt
5613,5091,2023-01-24,Home,506200,Rejected,Low Credit Score
5614,4129,2025-03-06,Auto,359000,Rejected,Incomplete Documents
5615,3470,2023-04-02,Home,693600,Approved,
5616,2070,2024-05-10,Personal,244000,Rejected,Incomplete Documents
5617,1862,2024-07-16,Home,454600,Approved,
5618,1086,2025-06-12,Auto,1699400,Approved,
5619,4460,2024-12-12,Personal,311300,Rejected,Insufficient Income
5620,3642,2023-04-03,Business,238800,Pending,
5621,5274,2024-01-14,Business,2275000,Approved,
5622,2862,2024-12-19,Auto,864000,Approved,
5623,4165,2024-04-23,Home,829400,Approved,
5624,4782,2025-10-25,Personal,689500,Approved,
5625,2250,2024-03-08,Home,287800,Approved,
5626,5563,2023-11-07,Education,2450100,Approved,
5627,1886,2023-02-15,Home,455500,Rejected,Insufficient Income
5628,4978,2025-01-31,Education,92300,Rejected,Insufficient Income
5629,4387,2023-08-12,Personal,398100,Pending,
5630,5985,2023-06-16,Personal,2229000,Approved,
5631,5076,2025-09-25,Home,540800,Approved,
5632,3139,2024-02-10,Auto,1968800,Approved,
5633,4468,2023-11-14,Personal,697500,Rejected,Incomplete Documents
5634,1063,2024-11-01,Home,361100,Rejected,High Existing Debt
5635,5111,2025-07-21,Personal,321900,Rejected,Insufficient Income
5636,2778,2024-10-24,Business,1551700,Pending,
5637,5031,2025-10-09,Home,1048600,Approved,
5638,4063,2025-11-27,Auto,198400,Pending,
5639,2897,2025-10-31,Personal,1147400,Approved,
5640,3781,2024-07-04,Auto,474100,Approved,
5641,4206,2023-02-25,Personal,489500,Approved,
5642,1816,2025-05-18,Personal,2432700,Approved,
5643,2551,2023-04-22,Education,3653000,Approved,
5644,4613,2023-05-28,Personal,306500,Pending,
5645,4514,2024-05-12,Personal,86500,Rejected,Low Credit Score
5646,4672,2024-06-29,Personal,696900,Approved,
5647,3210,2024-09-03,Personal,1553000,Approved,
5648,4070,2025-02-10,Auto,483900,Approved,
5649,1427,2025-02-19,Personal,346100,Rejected,Low Credit Score
5650,1024,2023-02-28,Business,241400,Approved,
5651,2305,2023-11-19,Business,631900,Pending,
5652,4497,2024-05-19,Home,167100,Approved,
5653,3677,2024-03-30,Auto,445100,Approved,
5654,4948,2024-01-13,Home,440900,Approved,
5655,5395,2024-07-10,Personal,953400,Approved,
5656,4079,2023-10-30,Personal,1286100,Approved,
5657,1548,2024-09-15,Home,404400,Rejected,High Existing Debt
5658,3319,2025-01-22,Personal,202800,Pending,
5659,3118,2025-07-15,Home,187200,Approved,
5660,3276,2025-05-29,Home,1380000,Approved,
5661,1197,2023-11-12,Personal,2273300,Approved,
5662,2538,2024-11-24,Education,199400,Approved,
5663,2131,2024-08-28,Auto,3261100,Rejected,Insufficient Income
5664,4232,2023-02-10,Auto,3247100,Rejected,High Existing Debt
5665,1369,2025-12-10,Personal,282200,Pending,
5666,4229,2023-12-10,Personal,521000,Rejected,High Existing Debt
5667,1817,2025-06-24,Home,1165100,Approved,
5668,2492,2024-11-08,Business,577200,Rejected,Insufficient Income
5669,4539,2025-07-19,Personal,427500,Approved,
5670,1720,2025-09-15,Business,1611600,Rejected,Insufficient Income
5671,3763,2024-10-20,Auto,1159800,Rejected,High Existing Debt
5672,4388,2024-11-08,Auto,269900,Approved,
5673,5735,2024-01-11,Personal,992200,Approved,
5674,1796,2023-08-22,Personal,802200,Pending,
5675,3390,2024-07-15,Auto,525800,Approved,
5676,3203,2025-05-09,Business,401300,Approved,
5677,4208,2024-11-04,Education,252200,Rejected,Low Credit Score
5678,3504,2025-06-18,Personal,476300,Rejected,Insufficient Income
5679,2883,2025-12-20,Personal,385400,Approved,
5680,3176,2023-09-04,Personal,969700,Approved,
5681,2403,2025-08-23,Personal,1945100,Approved,
5682,2988,2025-01-01,Education,424700,Approved,
5683,1096,2023-12-24,Auto,771300,Approved,
5684,1815,2024-01-28,Auto,268300,Rejected,Low Credit Score
5685,3661,2024-11-22,Personal,562400,Approved,
5686,2142,2023-12-04,Home,1119400,Approved,
5687,3570,2025-07-15,Auto,528800,Rejected,Incomplete Documents
5688,4189,2025-05-03,Home,444900,Approved,
5689,4420,2025-12-27,Home,430200,Approved,
5690,5320,2024-09-03,Home,814000,Approved,
5691,3296,2025-10-10,Auto,555800,Approved,
5692,5019,2025-04-06,Personal,281200,Approved,
5693,1975,2024-08-13,Home,1578500,Rejected,Incomplete Documents
5694,2862,2023-07-08,Home,347000,Pending,
5695,1649,2025-09-14,Personal,1853600,Rejected,High Existing Debt
5696,1742,2025-05-15,Business,203400,Approved,
5697,2577,2023-06-15,Personal,3849500,Approved,
5698,3600,2023-06-08,Auto,1901700,Rejected,Insufficient Income
5699,5880,2025-12-08,Education,218400,Rejected,High Existing Debt
5700,2788,2024-10-23,Personal,618800,Approved,
5701,4097,2023-08-12,Home,639700,Approved,
5702,1138,2023-07-12,Education,316600,Approved,
5703,3057,2025-12-07,Business,1945300,Approved,
5704,2832,2024-08-26,Home,1308900,Rejected,Low Credit Score
5705,1569,2023-04-15,Home,1418700,Rejected,Insufficient Income
5706,5727,2025-08-19,Home,1329300,Rejected,Low Credit Score
5707,5267,2023-10-08,Home,347900,Approved,
5708,1884,2023-01-21,Personal,836600,Rejected,Insufficient Income
5709,5608,2024-10-02,Home,974000,Approved,
5710,2920,2023-06-23,Home,231700,Approved,
5711,5016,2025-01-22,Personal,402800,Approved,
5712,5471,2023-09-18,Auto,863200,Approved,
5713,2896,2023-06-17,Business,185000,Approved,
5714,1204,2024-07-18,Education,723800,Approved,
5715,5153,2023-08-09,Home,553000,Rejected,High Existing Debt
5716,1657,2024-09-11,Business,160600,Approved,
5717,2049,2025-05-21,Personal,1204200,Approved,
5718,4463,2025-03-07,Personal,3070900,Approved,
5719,4127,2025-06-01,Home,471800,Approved,
5720,4025,2024-10-09,Business,380000,Approved,
5721,4616,2024-07-08,Personal,698600,Approved,
5722,4744,2023-05-23,Personal,1011400,Pending,
5723,3970,2025-09-15,Home,216300,Pending,
5724,1072,2023-12-19,Home,1048900,Approved,
5725,1750,2023-08-16,Auto,637700,Rejected,Low Credit Score
5726,1953,2024-10-20,Personal,133700,Pending,
5727,5613,2024-05-12,Personal,376000,Rejected,High Existing Debt
5728,5123,2025-10-21,Auto,597600,Approved,
5729,5180,2023-06-28,Home,413000,Approved,
5730,3596,2023-06-10,Business,751900,Approved,
5731,1074,2023-11-06,Home,605900,Approved,
5732,5586,2023-02-14,Personal,326600,Approved,
5733,4527,2025-03-29,Auto,2329900,Approved,
5734,4320,2025-11-17,Personal,142900,Approved,
5735,3060,2023-07-31,Home,317800,Rejected,High Existing Debt
5736,4639,2025-07-15,Education,1409200,Approved,
5737,2360,2025-10-25,Business,1041700,Approved,
5738,2278,2023-12-07,Personal,579400,Approved,
5739,3719,2023-07-19,Personal,2382900,Pending,
5740,5699,2024-10-27,Home,291400,Approved,
5741,2002,2023-10-29,Home,1197500,Rejected,High Existing Debt
5742,5928,2023-05-20,Personal,166400,Approved,
5743,2128,2025-01-16,Home,516900,Rejected,High Existing Debt
5744,1603,2023-01-13,Auto,834100,Approved,
5745,5889,2024-01-07,Home,981000,Approved,
5746,2896,2025-10-09,Personal,375700,Approved,
5747,5164,2023-04-12,Personal,205400,Rejected,Incomplete Documents
5748,2525,2025-05-23,Business,3045800,Rejected,Insufficient Income
5749,2707,2025-04-18,Personal,588900,Rejected,Insufficient Income
5750,2167,2025-12-14,Auto,243200,Pending,
5751,2933,2023-04-06,Home,373300,Approved,
5752,2761,2024-02-27,Business,1374800,Approved,
5753,5293,2024-10-29,Auto,1776800,Approved,
5754,1665,2024-10-27,Education,347600,Approved,
5755,4737,2024-05-19,Auto,3594200,Approved,
5756,5108,2023-12-20,Education,375900,Approved,
5757,1963,2023-01-22,Home,351400,Approved,
5758,2053,2023-06-22,Auto,307400,Pending,
5759,1989,2024-10-16,Home,282500,Pending,
5760,1088,2024-03-24,Auto,779800,Pending,
5761,5952,2025-09-21,Business,371900,Approved,
5762,1473,2024-01-23,Home,256000,Approved,
5763,5207,2023-02-03,Personal,401800,Approved,
5764,3469,2023-10-31,Home,1375700,Approved,
5765,5875,2023-03-24,Personal,99800,Approved,
5766,4496,2024-04-28,Personal,1029900,Approved,
5767,1247,2024-01-02,Home,255700,Approved,
5768,3879,2023-11-16,Home,2106300,Approved,
5769,3070,2023-02-18,Personal,2988600,Approved,
5770,5495,2024-09-21,Personal,468700,Approved,
5771,4977,2023-09-28,Personal,2817300,Pending,
5772,2522,2024-04-23,Auto,303200,Pending,
5773,1326,2023-12-12,Personal,187400,Approved,
5774,1602,2025-01-12,Home,133800,Approved,
5775,5742,2025-04-26,Business,151100,Approved,
5776,5448,2023-07-31,Auto,614800,Pending,
5777,1811,2025-07-01,Home,211500,Approved,
5778,1404,2025-06-10,Business,5747100,Approved,
5779,5690,2023-03-21,Business,377200,Approved,
5780,3275,2023-04-22,Home,302100,Approved,
5781,3228,2023-10-05,Personal,364700,Pending,
5782,4018,2024-02-03,Home,893300,Approved,
5783,2439,2024-05-26,Personal,980300,Rejected,Insufficient Income
5784,3884,2025-02-02,Education,1473400,Rejected,Low Credit Score
5785,4385,2023-11-28,Business,771700,Approved,
5786,1664,2023-06-16,Personal,2014200,Rejected,Incomplete Documents
5787,2985,2025-06-17,Personal,624700,Approved,
5788,1154,2024-03-19,Auto,740300,Approved,
5789,4889,2024-05-28,Home,870900,Rejected,High Existing Debt
5790,1733,2024-02-11,Education,552000,Approved,
5791,1806,2025-12-18,Personal,615000,Rejected,Insufficient Income
5792,4108,2024-07-22,Business,293000,Approved,
5793,5218,2025-09-09,Personal,163800,Approved,
5794,1182,2024-12-12,Auto,1819100,Rejected,Insufficient Income
5795,4680,2023-07-20,Personal,509100,Rejected,Low Credit Score
5796,5069,2023-08-25,Home,284800,Rejected,Incomplete Documents
5797,4176,2024-04-23,Education,785800,Approved,
5798,4154,2025-01-29,Auto,1948200,Approved,
5799,2704,2025-03-21,Education,1242500,Rejected,Incomplete Documents
5800,1338,2025-08-15,Business,1421400,Rejected,Low Credit Score
5801,4336,2024-06-02,Business,246500,Rejected,High Existing Debt
5802,5327,2024-02-16,Business,277700,Approved,
5803,5875,2025-01-21,Business,370100,Pending,
5804,4299,2025-02-26,Personal,919000,Approved,
5805,1728,2025-07-26,Personal,996500,Approved,
5806,4572,2024-12-02,Home,645200,Approved,
5807,4021,2025-04-23,Auto,2093400,Approved,
5808,5959,2023-01-12,Personal,665600,Approved,
5809,3938,2025-04-27,Auto,1375200,Rejected,Insufficient Income
5810,5024,2023-06-21,Auto,111800,Rejected,High Existing Debt
5811,3014,2023-11-07,Personal,991200,Approved,
5812,4997,2023-09-02,Personal,4181500,Pending,
5813,2834,2023-12-04,Home,773000,Approved,
5814,5099,2023-03-05,Home,579400,Approved,
5815,2500,2024-12-21,Personal,746800,Pending,
5816,4402,2024-12-27,Auto,657100,Rejected,Low Credit Score
5817,4938,2024-04-10,Personal,225500,Approved,
5818,1908,2023-01-11,Home,809800,Rejected,High Existing Debt
5819,3228,2025-03-01,Auto,398900,Rejected,Insufficient Income
5820,5221,2025-09-10,Auto,522300,Rejected,Insufficient Income
5821,3045,2024-01-05,Personal,324200,Pending,
5822,3694,2025-12-22,Home,1132200,Approved,
5823,3011,2023-03-21,Auto,177400,Pending,
5824,4919,2025-11-18,Home,431300,Approved,
5825,3250,2025-10-16,Home,1622200,Approved,
5826,1664,2025-09-10,Home,1534800,Rejected,Low Credit Score
5827,1328,2023-10-01,Personal,506100,Approved,
5828,1849,2025-08-01,Auto,117700,Pending,
5829,5685,2023-08-29,Home,2294800,Rejected,Low Credit Score
5830,1265,2024-10-26,Auto,475300,Approved,
5831,2467,2023-12-22,Personal,385300,Approved,
5832,1254,2023-10-31,Personal,718100,Rejected,Low Credit Score
5833,2094,2023-12-09,Auto,734700,Rejected,Low Credit Score
5834,5061,2023-06-27,Business,487400,Pending,
5835,4414,2025-11-08,Personal,655200,Approved,
5836,2237,2025-11-30,Home,810100,Pending,
5837,2809,2023-09-18,Auto,195800,Approved,
5838,1610,2024-01-22,Personal,348600,Rejected,High Existing Debt
5839,3010,2023-10-28,Business,1180600,Approved,
5840,3034,2024-08-09,Auto,1974600,Approved,
5841,4195,2023-12-29,Home,1437500,Approved,
5842,1550,2025-01-15,Home,344100,Approved,
5843,2219,2023-06-25,Personal,1243500,Pending,
5844,3318,2024-02-12,Education,317400,Rejected,Low Credit Score
5845,2514,2024-07-13,Home,393900,Approved,
5846,5874,2024-02-14,Auto,239800,Approved,
5847,5295,2023-06-26,Personal,479200,Rejected,Incomplete Documents
5848,3190,2025-01-13,Personal,380400,Pending,
5849,2265,2025-06-18,Home,1672200,Approved,
5850,4198,2023-02-18,Business,198700,Rejected,High Existing Debt
5851,2290,2025-03-22,Education,1089100,Approved,
5852,1355,2023-10-09,Business,2577400,Rejected,Insufficient Income
5853,3865,2024-04-13,Home,469100,Rejected,Incomplete Documents
5854,5030,2025-10-18,Auto,2367000,Pending,
5855,3224,2023-10-23,Home,162000,Approved,
5856,5483,2024-09-05,Home,1972800,Rejected,Low Credit Score
5857,4119,2025-11-08,Education,213800,Approved,
5858,3841,2024-12-22,Personal,637900,Approved,
5859,4719,2024-10-15,Home,191100,Approved,
5860,2869,2025-04-29,Personal,922700,Approved,
5861,5729,2025-04-26,Auto,3700500,Approved,
5862,1167,2023-08-28,Auto,390200,Approved,
5863,4627,2025-06-17,Home,163300,Approved,
5864,5893,2025-05-04,Business,427400,Rejected,Low Credit Score
5865,2127,2024-10-13,Home,1352300,Approved,
5866,1086,2025-10-07,Business,880100,Approved,
5867,4778,2023-07-01,Personal,8000000,Approved,
5868,4798,2025-05-09,Home,611100,Rejected,High Existing Debt
5869,4573,2025-01-07,Home,2075200,Pending,
5870,3715,2023-07-12,Personal,117800,Approved,
5871,3051,2024-01-05,Business,2724100,Rejected,High Existing Debt
5872,3872,2024-05-07,Business,583000,Rejected,Insufficient Income
5873,3927,2025-05-17,Business,555500,Approved,
5874,2048,2025-05-14,Personal,140300,Rejected,Insufficient Income
5875,2844,2024-01-05,Auto,343300,Approved,
5876,4014,2024-10-18,Personal,465900,Approved,
5877,2242,2023-04-26,Home,945800,Approved,
5878,5592,2025-07-18,Home,535400,Rejected,High Existing Debt
5879,3731,2025-04-25,Personal,4339200,Rejected,High Existing Debt
5880,3910,2023-05-01,Personal,108100,Approved,
5881,1590,2025-08-15,Auto,953400,Approved,
5882,5005,2024-12-31,Auto,59500,Approved,
5883,4174,2023-03-20,Personal,563600,Approved,
5884,1030,2025-09-05,Personal,906000,Approved,
5885,4855,2023-05-20,Home,468300,Approved,
5886,1724,2025-03-31,Home,2159600,Rejected,Insufficient Income
5887,5249,2025-01-09,Auto,1144000,Approved,
5888,5774,2023-10-16,Personal,874300,Approved,
